Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-1479,2021-12-27,2022-01-02,First Class,CUS-40154,Consumer,South,Clothing,Footwear,Nike Running Shoes,2841.15,4,0.15,-90.5
ORD-1306,2021-12-31,2022-01-07,First Class,CUS-65363,Home Office,East,Furniture,Furnishings,Deflecto Barrier,5762.87,10,0.2,-218.73
ORD-1010,2022-01-01,2022-01-05,Standard Class,CUS-24662,Home Office,North,Office Supplies,Art,Dixon Ticonderoga,5199.84,6,0,1256.88
ORD-1414,2022-01-02,2022-01-03,Standard Class,CUS-24963,Home Office,West,Technology,Phones,Samsung Galaxy,1886.24,5,0,516.76
ORD-1063,2022-01-07,2022-01-14,Second Class,CUS-53228,Home Office,West,Clothing,Footwear,New Balance,2365.09,6,0.15,84.99
ORD-1123,2022-01-09,2022-01-12,First Class,CUS-77552,Consumer,South,Clothing,Footwear,Skechers Comfort,362.36,4,0.05,88.48
ORD-1572,2022-01-09,2022-01-13,First Class,CUS-54739,Consumer,West,Furniture,Tables,Bretford Table,3198.53,6,0.3,-529.4
ORD-1205,2022-01-10,2022-01-14,Second Class,CUS-82733,Home Office,East,Technology,Phones,Nokia Lumia,1701.75,10,0.2,-180.01
ORD-1278,2022-01-10,2022-01-13,First Class,CUS-44152,Home Office,East,Furniture,Chairs,Staples Fabric Chair,3326.25,4,0.1,144.78
ORD-1354,2022-01-10,2022-01-11,First Class,CUS-61605,Corporate,East,Technology,Copiers,Canon Imageclass,9524.91,9,0.3,-1107.68
ORD-1419,2022-01-14,2022-01-15,Standard Class,CUS-24272,Consumer,South,Office Supplies,Appliances,Hoover Vacuum,698.57,1,0.1,13.55
ORD-1380,2022-01-18,2022-01-21,First Class,CUS-69517,Corporate,East,Clothing,Sportswear,Nike Dri-Fit Tee,1443.2,2,0.3,-418.77
ORD-1573,2022-01-19,2022-01-20,Second Class,CUS-95957,Consumer,South,Furniture,Furnishings,Advantus Panel,4419.14,7,0,824.75
ORD-1248,2022-01-21,2022-01-22,Same Day,CUS-10089,Home Office,West,Office Supplies,Art,Faber-Castell Markers,130.4,1,0.05,21.84
ORD-1561,2022-01-22,2022-01-26,Standard Class,CUS-67870,Consumer,South,Technology,Copiers,Canon Imageclass,1858.05,8,0.3,-468.53
ORD-1031,2022-01-25,2022-01-31,Standard Class,CUS-49363,Consumer,East,Clothing,Footwear,Adidas Sneakers,3341.47,6,0.15,77.7
ORD-1257,2022-01-25,2022-02-01,Same Day,CUS-30131,Home Office,West,Office Supplies,Binders,Cardinal Binder,457.83,4,0.2,-30.04
ORD-1352,2022-01-25,2022-02-01,First Class,CUS-30446,Home Office,West,Technology,Copiers,HP LaserJet,1220.07,5,0.05,281.15
ORD-1467,2022-01-27,2022-01-29,Standard Class,CUS-35309,Home Office,East,Clothing,Footwear,Skechers Comfort,843.04,8,0.3,-144.55
ORD-1157,2022-01-30,2022-02-04,Second Class,CUS-33002,Corporate,North,Technology,Phones,Motorola Droid,241.39,3,0.15,16.54
ORD-1348,2022-02-03,2022-02-06,Standard Class,CUS-77277,Corporate,West,Furniture,Furnishings,Eldon Shelf,6040.42,7,0,1303.86
ORD-1501,2022-02-04,2022-02-08,Second Class,CUS-74286,Corporate,South,Technology,Accessories,Logitech Keyboard,11413.65,9,0,3920.32
ORD-1396,2022-02-06,2022-02-10,Same Day,CUS-57876,Consumer,South,Furniture,Furnishings,Deflecto Barrier,4773.46,6,0,526.91
ORD-1327,2022-02-07,2022-02-09,Standard Class,CUS-82298,Home Office,East,Furniture,Bookcases,Bush Classic Bookcase,5701.66,9,0.2,-70.22
ORD-1202,2022-02-09,2022-02-16,Second Class,CUS-57945,Home Office,West,Clothing,Workwear,Carhartt Work Shirt,1023.35,4,0,241.39
ORD-1241,2022-02-10,2022-02-14,Second Class,CUS-22055,Corporate,West,Furniture,Furnishings,Advantus Panel,1551.87,1,0.05,385.91
ORD-1289,2022-02-11,2022-02-17,Same Day,CUS-53332,Corporate,South,Technology,Machines,Swingline Trimmer,1013.32,5,0.3,-125.86
ORD-1145,2022-02-12,2022-02-14,Second Class,CUS-52987,Home Office,West,Furniture,Bookcases,Bush Classic Bookcase,1631.78,3,0.3,-374.95
ORD-1398,2022-02-13,2022-02-20,First Class,CUS-11800,Consumer,East,Furniture,Bookcases,Bush Classic Bookcase,5478.15,4,0,1723.22
ORD-1131,2022-02-14,2022-02-20,Standard Class,CUS-82089,Consumer,North,Furniture,Tables,Chromcraft Table,8952.45,8,0.15,316.17
ORD-1526,2022-02-18,2022-02-19,Same Day,CUS-25615,Home Office,East,Clothing,Workwear,Timberland Boots,4086.55,9,0,1377.97
ORD-1310,2022-02-20,2022-02-22,Standard Class,CUS-59440,Consumer,West,Office Supplies,Art,Dixon Ticonderoga,2972.22,5,0,387.83
ORD-1410,2022-02-20,2022-02-27,Standard Class,CUS-89682,Consumer,South,Technology,Phones,Nokia Lumia,5668.37,6,0.05,682.7
ORD-1417,2022-02-20,2022-02-24,Second Class,CUS-38426,Home Office,North,Office Supplies,Appliances,Sanyo Microwave,7732.25,8,0,1887.87
ORD-1472,2022-02-20,2022-02-27,Second Class,CUS-15975,Corporate,West,Clothing,Sportswear,Champion Shorts,7863.8,10,0.15,635.67
ORD-1176,2022-02-21,2022-02-23,First Class,CUS-40149,Corporate,East,Clothing,Footwear,Adidas Sneakers,257.04,3,0.2,-36.06
ORD-1226,2022-02-21,2022-02-22,Same Day,CUS-25202,Home Office,South,Office Supplies,Envelopes,Poly Envelope,3273.62,5,0.05,67.55
ORD-1139,2022-02-22,2022-02-27,Standard Class,CUS-51827,Home Office,East,Technology,Machines,Acco Punch,7170.68,6,0,2046.37
ORD-1100,2022-02-23,2022-02-25,Second Class,CUS-59834,Consumer,East,Technology,Machines,Acco Punch,947.43,6,0.3,-159.46
ORD-1163,2022-02-25,2022-03-02,Same Day,CUS-98181,Consumer,West,Clothing,Footwear,New Balance,1411.72,3,0.3,-307.39
ORD-1341,2022-02-25,2022-03-02,Same Day,CUS-84012,Corporate,East,Office Supplies,Appliances,Hoover Vacuum,7855.64,7,0.1,4.33
ORD-1533,2022-02-26,2022-03-05,Standard Class,CUS-80232,Corporate,East,Office Supplies,Art,BIC Pens,10357.77,6,0.05,1441.56
ORD-1040,2022-02-28,2022-03-07,Same Day,CUS-80545,Corporate,West,Furniture,Tables,HON Conference Table,1393.31,1,0.1,185.92
ORD-1087,2022-03-01,2022-03-06,First Class,CUS-32871,Consumer,South,Office Supplies,Art,Newell Pencils,4926.54,5,0,1707.7
ORD-1375,2022-03-03,2022-03-09,First Class,CUS-36047,Corporate,West,Office Supplies,Binders,Avery Binder,1237.28,1,0,183.61
ORD-1477,2022-03-03,2022-03-04,Standard Class,CUS-94523,Consumer,East,Technology,Accessories,Plantronics Headset,5972.56,8,0,1558.47
ORD-1195,2022-03-06,2022-03-08,Same Day,CUS-59412,Corporate,West,Furniture,Tables,HON Conference Table,3027.92,3,0.05,221.72
ORD-1364,2022-03-08,2022-03-13,Standard Class,CUS-23622,Corporate,South,Furniture,Bookcases,Bush Classic Bookcase,6725.3,8,0,1937.91
ORD-1519,2022-03-15,2022-03-18,First Class,CUS-83024,Corporate,South,Furniture,Furnishings,Advantus Panel,1747.41,8,0,373.72
ORD-1534,2022-03-15,2022-03-20,Standard Class,CUS-87576,Corporate,East,Furniture,Furnishings,Deflecto Barrier,4793.93,4,0,1312.49
ORD-1596,2022-03-16,2022-03-22,Same Day,CUS-64646,Consumer,West,Office Supplies,Envelopes,Mead Envelope,3032.19,5,0.2,148.75
ORD-1092,2022-03-17,2022-03-20,First Class,CUS-59060,Corporate,West,Technology,Phones,Motorola Droid,5553.25,8,0,912.89
ORD-1085,2022-03-21,2022-03-24,Second Class,CUS-26011,Corporate,West,Technology,Machines,Fellowes Shredder,4706.92,6,0.15,-605.55
ORD-1460,2022-03-21,2022-03-27,Second Class,CUS-43205,Home Office,North,Furniture,Bookcases,Sauder Bookcase,5267.77,7,0,1695.8
ORD-1045,2022-03-23,2022-03-25,First Class,CUS-24168,Home Office,West,Office Supplies,Binders,Avery Binder,6678.89,10,0,1936.9
ORD-1001,2022-03-24,2022-03-25,Second Class,CUS-65392,Home Office,South,Furniture,Chairs,Flash Chair,1647.08,4,0.1,244.67
ORD-1314,2022-03-24,2022-03-30,First Class,CUS-59987,Home Office,West,Furniture,Bookcases,Atlantic Bookcase,2213.97,8,0.05,584.27
ORD-1330,2022-03-25,2022-04-01,First Class,CUS-60868,Consumer,West,Furniture,Furnishings,Tenex Mat,395.93,4,0.05,57.34
ORD-1041,2022-03-28,2022-04-04,Same Day,CUS-26728,Consumer,West,Office Supplies,Envelopes,Mead Envelope,417.64,1,0.2,-10.22
ORD-1370,2022-03-28,2022-04-04,Standard Class,CUS-33908,Consumer,East,Clothing,Outerwear,Patagonia Vest,4296.92,5,0.1,178.25
ORD-1394,2022-03-29,2022-04-01,Standard Class,CUS-72371,Consumer,South,Clothing,Workwear,Carhartt Work Shirt,1662.05,4,0.2,-299.23
ORD-1390,2022-03-31,2022-04-03,First Class,CUS-86304,Corporate,South,Furniture,Furnishings,Eldon Shelf,196.09,2,0.15,-20.17
ORD-1514,2022-04-01,2022-04-08,Standard Class,CUS-20188,Home Office,South,Technology,Copiers,Brother Laser,705.72,3,0,137.4
ORD-1232,2022-04-03,2022-04-05,First Class,CUS-83899,Corporate,North,Furniture,Tables,Bretford Table,2134.11,5,0.3,-785.03
ORD-1044,2022-04-05,2022-04-09,Standard Class,CUS-83920,Home Office,North,Furniture,Bookcases,Sauder Bookcase,3796.52,4,0,548.24
ORD-1067,2022-04-06,2022-04-10,Same Day,CUS-41946,Corporate,North,Furniture,Chairs,Flash Chair,4087.53,5,0.1,172.42
ORD-1255,2022-04-07,2022-04-09,Same Day,CUS-31090,Corporate,South,Furniture,Bookcases,Atlantic Bookcase,514.41,1,0,51.46
ORD-1272,2022-04-07,2022-04-08,Second Class,CUS-43081,Corporate,South,Clothing,Footwear,Nike Running Shoes,10850.64,8,0,2629.2
ORD-1408,2022-04-18,2022-04-21,Second Class,CUS-60785,Consumer,South,Furniture,Furnishings,Advantus Panel,1086.34,8,0.3,-193.1
ORD-1291,2022-04-19,2022-04-22,First Class,CUS-65836,Corporate,West,Office Supplies,Envelopes,Poly Envelope,2689.47,2,0,834.02
ORD-1369,2022-04-19,2022-04-25,Same Day,CUS-59592,Home Office,North,Office Supplies,Art,Faber-Castell Markers,4418.2,9,0.05,216.86
ORD-1386,2022-04-19,2022-04-26,First Class,CUS-98407,Consumer,West,Technology,Copiers,HP LaserJet,6891.5,9,0.2,-127.84
ORD-1155,2022-04-21,2022-04-28,First Class,CUS-14910,Consumer,North,Clothing,Outerwear,Columbia Jacket,7362.39,7,0,2450.82
ORD-1004,2022-04-22,2022-04-28,Standard Class,CUS-89840,Corporate,North,Office Supplies,Envelopes,Kraft Envelope,1938.75,3,0.05,360.51
ORD-1523,2022-04-22,2022-04-27,First Class,CUS-29316,Home Office,West,Clothing,Sportswear,Adidas Track Pants,2296.64,7,0.2,107.1
ORD-1470,2022-04-23,2022-04-29,Second Class,CUS-11882,Consumer,North,Technology,Phones,Samsung Galaxy,9620.65,8,0,1400.04
ORD-1169,2022-04-25,2022-04-27,Second Class,CUS-64206,Consumer,South,Technology,Machines,GBC Binding Sys,3365.17,10,0.15,-272.7
ORD-1290,2022-04-26,2022-04-27,First Class,CUS-94454,Consumer,North,Furniture,Bookcases,Realspace Bookcase,3768.15,3,0,1037.61
ORD-1324,2022-04-26,2022-04-28,First Class,CUS-51462,Corporate,North,Furniture,Chairs,Staples Fabric Chair,5850.63,8,0.1,685.89
ORD-1020,2022-04-27,2022-04-29,First Class,CUS-41285,Consumer,West,Technology,Accessories,Logitech Keyboard,5035.35,7,0.15,540.65
ORD-1114,2022-05-02,2022-05-04,First Class,CUS-98907,Home Office,West,Office Supplies,Envelopes,Staples Envelope,1827.64,9,0.3,-230.15
ORD-1538,2022-05-08,2022-05-15,Same Day,CUS-44987,Home Office,South,Office Supplies,Envelopes,Mead Envelope,5034.99,6,0,1264.59
ORD-1140,2022-05-11,2022-05-18,Same Day,CUS-42541,Consumer,West,Office Supplies,Envelopes,Staples Envelope,457.38,3,0.1,84.73
ORD-1458,2022-05-11,2022-05-12,Same Day,CUS-22805,Home Office,South,Office Supplies,Art,BIC Pens,451.78,9,0,137.59
ORD-1148,2022-05-12,2022-05-14,Same Day,CUS-75774,Home Office,North,Furniture,Chairs,Hon Office Chair,3072.38,8,0,588.36
ORD-1377,2022-05-13,2022-05-18,First Class,CUS-91937,Consumer,North,Clothing,Outerwear,Patagonia Vest,517.49,2,0.3,-178.7
ORD-1036,2022-05-15,2022-05-17,Standard Class,CUS-69829,Home Office,South,Furniture,Bookcases,Realspace Bookcase,570.38,4,0.3,-203.31
ORD-1038,2022-05-22,2022-05-25,First Class,CUS-80798,Home Office,East,Clothing,Outerwear,Patagonia Vest,1021.59,8,0.1,-6.83
ORD-1013,2022-05-23,2022-05-24,Second Class,CUS-18834,Consumer,South,Office Supplies,Appliances,Hoover Vacuum,2880.87,10,0,781.05
ORD-1057,2022-05-24,2022-05-28,First Class,CUS-84531,Home Office,North,Clothing,Outerwear,Under Armour Hoodie,7370.06,8,0.1,1195.76
ORD-1197,2022-05-24,2022-05-29,Second Class,CUS-68429,Consumer,East,Furniture,Tables,Bretford Table,1443.42,7,0,216.31
ORD-1391,2022-05-27,2022-06-03,Same Day,CUS-32662,Corporate,South,Office Supplies,Appliances,Sanyo Microwave,13653.72,10,0,3759.78
ORD-1062,2022-05-28,2022-06-03,Same Day,CUS-46458,Consumer,North,Technology,Accessories,Belkin Cable,1058.93,10,0,219.24
ORD-1374,2022-05-28,2022-06-03,Standard Class,CUS-78306,Consumer,West,Furniture,Chairs,Flash Chair,2807.59,8,0,375.6
ORD-1136,2022-05-29,2022-06-03,Second Class,CUS-32439,Home Office,South,Office Supplies,Art,BIC Pens,5357.76,10,0,1284.73
ORD-1056,2022-06-02,2022-06-09,First Class,CUS-21164,Consumer,West,Furniture,Tables,HON Conference Table,1498.51,2,0,181.27
ORD-1558,2022-06-04,2022-06-09,Same Day,CUS-54456,Corporate,West,Clothing,Sportswear,Nike Dri-Fit Tee,1195.25,9,0,179.62
ORD-1547,2022-06-08,2022-06-15,Same Day,CUS-14440,Consumer,East,Technology,Machines,GBC Binding Sys,3376.02,3,0.15,312.13
ORD-1119,2022-06-09,2022-06-15,Same Day,CUS-18232,Consumer,South,Clothing,Footwear,Skechers Comfort,1506.03,4,0,217.44
ORD-1349,2022-06-12,2022-06-17,Standard Class,CUS-73172,Home Office,East,Clothing,Workwear,Wrangler Jeans,2630.65,4,0.3,-489.22
ORD-1437,2022-06-13,2022-06-16,Same Day,CUS-70455,Corporate,East,Technology,Machines,Acco Punch,7620.7,8,0,1587.7
ORD-1356,2022-06-16,2022-06-20,Same Day,CUS-37594,Home Office,South,Office Supplies,Art,BIC Pens,6327.31,8,0.15,-292.32
ORD-1328,2022-06-18,2022-06-23,Standard Class,CUS-62007,Home Office,West,Technology,Machines,Swingline Trimmer,3454.47,4,0.1,-116.94
ORD-1275,2022-06-19,2022-06-25,Standard Class,CUS-95904,Consumer,East,Technology,Copiers,Canon Imageclass,5250.07,10,0.15,203.72
ORD-1082,2022-06-21,2022-06-23,Standard Class,CUS-93283,Home Office,West,Office Supplies,Appliances,Hoover Vacuum,478.11,8,0.15,48.82
ORD-1365,2022-06-22,2022-06-24,Second Class,CUS-13744,Consumer,South,Clothing,Sportswear,Nike Dri-Fit Tee,2389.3,4,0.3,-479.89
ORD-1024,2022-06-25,2022-07-01,First Class,CUS-31178,Corporate,West,Furniture,Bookcases,Realspace Bookcase,584.18,5,0.15,36.92
ORD-1021,2022-06-28,2022-06-30,First Class,CUS-27361,Consumer,West,Office Supplies,Envelopes,Kraft Envelope,127.5,2,0,12.72
ORD-1096,2022-07-02,2022-07-06,Standard Class,CUS-28595,Consumer,North,Office Supplies,Binders,Cardinal Binder,376.34,6,0,87.65
ORD-1181,2022-07-02,2022-07-09,Standard Class,CUS-95686,Consumer,West,Office Supplies,Envelopes,Mead Envelope,3288.65,10,0.05,282.8
ORD-1173,2022-07-04,2022-07-11,First Class,CUS-49739,Home Office,West,Furniture,Bookcases,Sauder Bookcase,7486.32,10,0.05,1006.43
ORD-1215,2022-07-04,2022-07-10,Same Day,CUS-12134,Corporate,East,Office Supplies,Art,Faber-Castell Markers,10092.68,6,0,932.61
ORD-1153,2022-07-11,2022-07-15,First Class,CUS-71918,Consumer,South,Technology,Copiers,Canon Imageclass,2514.1,9,0.05,48.2
ORD-1563,2022-07-13,2022-07-16,Standard Class,CUS-47261,Home Office,South,Furniture,Chairs,Flash Chair,376.55,2,0.3,-70.5
ORD-1270,2022-07-16,2022-07-23,Same Day,CUS-86923,Corporate,East,Clothing,Footwear,Nike Running Shoes,2089.38,4,0.3,-672.89
ORD-1548,2022-07-16,2022-07-22,First Class,CUS-76366,Corporate,North,Clothing,Workwear,Timberland Boots,10593.34,7,0,3205.42
ORD-1208,2022-07-17,2022-07-18,Standard Class,CUS-45112,Home Office,South,Office Supplies,Art,Faber-Castell Markers,5109.27,10,0.3,-1132.08
ORD-1222,2022-07-22,2022-07-25,Standard Class,CUS-41370,Consumer,North,Office Supplies,Appliances,Avery Coffeemaker,2697.82,4,0.05,558.23
ORD-1484,2022-07-26,2022-07-31,Second Class,CUS-85196,Home Office,North,Clothing,Outerwear,North Face Parka,2927.95,6,0.05,719.67
ORD-1404,2022-07-28,2022-08-02,Second Class,CUS-65897,Consumer,South,Office Supplies,Envelopes,Staples Envelope,1605.32,2,0.05,188.91
ORD-1267,2022-07-29,2022-08-01,First Class,CUS-64627,Home Office,West,Furniture,Chairs,Alera Mesh Chair,3655.89,5,0.3,-588.64
ORD-1069,2022-08-03,2022-08-08,Same Day,CUS-69682,Home Office,East,Clothing,Outerwear,Under Armour Hoodie,4736.36,9,0.15,19.03
ORD-1180,2022-08-11,2022-08-16,First Class,CUS-56457,Home Office,North,Clothing,Outerwear,Columbia Jacket,1160.13,2,0.05,65.92
ORD-1539,2022-08-11,2022-08-18,First Class,CUS-70838,Corporate,South,Technology,Phones,Apple iPhone,549.47,2,0,80.39
ORD-1351,2022-08-12,2022-08-15,Second Class,CUS-99536,Corporate,North,Office Supplies,Appliances,Hoover Vacuum,4466.24,8,0.05,1100.77
ORD-1507,2022-08-13,2022-08-14,First Class,CUS-86161,Consumer,West,Clothing,Outerwear,Columbia Jacket,1366.26,2,0.3,-138.72
ORD-1580,2022-08-13,2022-08-20,Same Day,CUS-27191,Corporate,South,Office Supplies,Envelopes,Staples Envelope,2859.43,9,0.15,297.01
ORD-1446,2022-08-14,2022-08-16,Standard Class,CUS-27985,Consumer,South,Furniture,Bookcases,Bush Classic Bookcase,1754.68,3,0.3,-337.53
ORD-1144,2022-08-15,2022-08-18,First Class,CUS-28909,Corporate,North,Clothing,Sportswear,Champion Shorts,4020.06,3,0.2,-479.34
ORD-1138,2022-08-17,2022-08-21,Same Day,CUS-70875,Corporate,East,Technology,Phones,Motorola Droid,1671.31,8,0,205.04
ORD-1132,2022-08-18,2022-08-22,Standard Class,CUS-57303,Consumer,East,Technology,Machines,GBC Binding Sys,2838.97,2,0,408.58
ORD-1152,2022-08-18,2022-08-23,First Class,CUS-83664,Corporate,North,Furniture,Furnishings,Deflecto Barrier,6177.37,5,0.05,367.91
ORD-1510,2022-08-21,2022-08-28,First Class,CUS-45580,Home Office,North,Technology,Copiers,Canon Imageclass,7276.12,10,0.15,658.92
ORD-1581,2022-08-24,2022-08-26,Second Class,CUS-36146,Corporate,West,Office Supplies,Envelopes,Staples Envelope,3935.16,10,0,1023.56
ORD-1279,2022-08-26,2022-08-30,First Class,CUS-64146,Consumer,West,Clothing,Footwear,Nike Running Shoes,9011.86,8,0,2831.75
ORD-1461,2022-08-27,2022-09-03,Standard Class,CUS-46344,Home Office,West,Furniture,Tables,Bretford Table,4492.87,7,0.15,-339.3
ORD-1187,2022-08-28,2022-08-31,First Class,CUS-23965,Home Office,South,Furniture,Bookcases,Atlantic Bookcase,1179.76,3,0,329.99
ORD-1483,2022-08-28,2022-08-30,Same Day,CUS-70655,Home Office,South,Technology,Copiers,Canon Imageclass,4097.29,7,0.3,-562.17
ORD-1023,2022-09-06,2022-09-12,First Class,CUS-36685,Consumer,North,Office Supplies,Appliances,Holmes Heater,2038.3,9,0.1,190.18
ORD-1200,2022-09-07,2022-09-13,Second Class,CUS-77632,Home Office,North,Furniture,Bookcases,Atlantic Bookcase,1549.69,2,0,513.07
ORD-1359,2022-09-07,2022-09-13,Standard Class,CUS-68963,Home Office,East,Furniture,Tables,Bevis Training Table,327.84,3,0.1,19.23
ORD-1170,2022-09-08,2022-09-11,Same Day,CUS-63511,Consumer,East,Technology,Phones,Nokia Lumia,1121.41,1,0.2,-8.78
ORD-1570,2022-09-08,2022-09-13,Standard Class,CUS-76932,Consumer,South,Office Supplies,Art,Faber-Castell Markers,3343.13,5,0,1095.45
ORD-1033,2022-09-09,2022-09-13,Second Class,CUS-77000,Home Office,West,Furniture,Furnishings,Tenex Mat,1651.89,4,0.15,-32.13
ORD-1516,2022-09-10,2022-09-17,First Class,CUS-85989,Consumer,North,Furniture,Chairs,Alera Mesh Chair,2709.93,3,0,283.22
ORD-1077,2022-09-11,2022-09-14,Standard Class,CUS-96275,Corporate,South,Clothing,Footwear,Adidas Sneakers,5506.35,7,0.1,1090.41
ORD-1466,2022-09-13,2022-09-15,Standard Class,CUS-60353,Consumer,West,Furniture,Furnishings,Tenex Mat,1922.81,2,0.1,201.71
ORD-1233,2022-09-15,2022-09-19,Standard Class,CUS-40539,Corporate,South,Office Supplies,Envelopes,Staples Envelope,9762.6,9,0.05,445.69
ORD-1506,2022-09-15,2022-09-22,Same Day,CUS-26276,Home Office,West,Clothing,Outerwear,Columbia Jacket,182.44,1,0.1,34.32
ORD-1443,2022-09-16,2022-09-23,First Class,CUS-18180,Home Office,West,Office Supplies,Appliances,Holmes Heater,8456.51,10,0.2,74.94
ORD-1487,2022-09-17,2022-09-24,First Class,CUS-92157,Home Office,South,Clothing,Footwear,New Balance,4845.57,8,0.2,-824.06
ORD-1273,2022-09-18,2022-09-25,Same Day,CUS-86609,Corporate,East,Clothing,Sportswear,Puma Tights,2112.6,5,0.1,238.39
ORD-1284,2022-09-19,2022-09-25,Second Class,CUS-54922,Consumer,South,Furniture,Furnishings,Tenex Mat,5730.06,8,0.15,-159.93
ORD-1343,2022-09-21,2022-09-26,Same Day,CUS-54359,Home Office,East,Clothing,Outerwear,Columbia Jacket,2299.42,4,0,246.21
ORD-1147,2022-09-23,2022-09-29,Same Day,CUS-29369,Home Office,North,Clothing,Sportswear,Nike Dri-Fit Tee,674.18,1,0,149.36
ORD-1441,2022-09-23,2022-09-30,Second Class,CUS-86122,Consumer,West,Furniture,Tables,Bretford Table,6650.59,8,0,694.61
ORD-1164,2022-09-24,2022-09-25,Standard Class,CUS-19046,Corporate,North,Office Supplies,Appliances,Hoover Vacuum,1532.78,10,0.2,-194.63
ORD-1111,2022-09-28,2022-10-02,First Class,CUS-12389,Consumer,West,Furniture,Furnishings,Deflecto Barrier,6206.52,6,0,1579.1
ORD-1405,2022-10-02,2022-10-05,Second Class,CUS-66369,Corporate,East,Technology,Copiers,HP LaserJet,9967.29,10,0.05,2371.21
ORD-1450,2022-10-02,2022-10-09,First Class,CUS-47907,Corporate,North,Furniture,Tables,HON Conference Table,11945.53,9,0.15,-374.2
ORD-1531,2022-10-02,2022-10-08,Same Day,CUS-84455,Home Office,North,Furniture,Furnishings,Advantus Panel,1169.46,6,0.15,-157.77
ORD-1536,2022-10-04,2022-10-09,Second Class,CUS-85608,Corporate,South,Clothing,Sportswear,Puma Tights,2864.24,9,0,714.68
ORD-1388,2022-10-08,2022-10-13,First Class,CUS-57187,Corporate,East,Clothing,Workwear,Timberland Boots,4843.63,10,0.05,514.72
ORD-1579,2022-10-09,2022-10-13,Standard Class,CUS-31146,Corporate,North,Clothing,Workwear,Carhartt Work Shirt,7449.57,8,0.15,-178.43
ORD-1251,2022-10-12,2022-10-18,Standard Class,CUS-85082,Home Office,South,Office Supplies,Art,Dixon Ticonderoga,2049.38,7,0.1,-72.99
ORD-1498,2022-10-12,2022-10-16,Second Class,CUS-70036,Consumer,East,Office Supplies,Envelopes,Staples Envelope,4285.37,9,0,810.93
ORD-1502,2022-10-13,2022-10-16,First Class,CUS-50381,Home Office,North,Office Supplies,Envelopes,Staples Envelope,2642.96,7,0.15,-374.53
ORD-1146,2022-10-15,2022-10-21,Standard Class,CUS-64596,Corporate,South,Office Supplies,Binders,Ibico Binder,4875.28,10,0,874.9
ORD-1509,2022-10-17,2022-10-20,Standard Class,CUS-47992,Home Office,West,Technology,Machines,GBC Binding Sys,259.59,1,0.2,-12.52
ORD-1499,2022-10-18,2022-10-24,Same Day,CUS-54392,Consumer,South,Office Supplies,Binders,Ibico Binder,5533.97,5,0,1637.42
ORD-1193,2022-10-19,2022-10-26,Second Class,CUS-52714,Corporate,South,Office Supplies,Art,Faber-Castell Markers,1997.85,6,0.3,-217.17
ORD-1070,2022-10-22,2022-10-29,Same Day,CUS-60604,Home Office,South,Technology,Phones,Apple iPhone,396.44,7,0.3,-71.2
ORD-1203,2022-10-30,2022-11-04,Same Day,CUS-86939,Corporate,South,Furniture,Furnishings,Deflecto Barrier,10966.98,9,0.15,177.47
ORD-1264,2022-10-30,2022-11-04,Standard Class,CUS-23845,Home Office,East,Clothing,Footwear,New Balance,1074.28,2,0,250.29
ORD-1595,2022-11-03,2022-11-07,Second Class,CUS-72423,Corporate,South,Clothing,Footwear,Adidas Sneakers,8668.37,7,0,909.37
ORD-1094,2022-11-07,2022-11-12,Second Class,CUS-30280,Corporate,North,Office Supplies,Envelopes,Poly Envelope,4500.22,5,0.15,-526.65
ORD-1110,2022-11-07,2022-11-13,Second Class,CUS-55851,Home Office,North,Clothing,Sportswear,Adidas Track Pants,8378.82,10,0.15,-1030.55
ORD-1183,2022-11-10,2022-11-16,First Class,CUS-81176,Home Office,North,Furniture,Chairs,Alera Mesh Chair,5580.32,10,0,1838.84
ORD-1185,2022-11-11,2022-11-14,Same Day,CUS-52778,Home Office,West,Technology,Accessories,Belkin Cable,137.64,1,0.05,31.86
ORD-1242,2022-11-11,2022-11-15,Same Day,CUS-32650,Consumer,North,Clothing,Footwear,Adidas Sneakers,4823.54,10,0.2,-415.05
ORD-1249,2022-11-11,2022-11-18,First Class,CUS-19506,Consumer,South,Office Supplies,Art,BIC Pens,71.44,1,0,20.65
ORD-1360,2022-11-17,2022-11-22,Second Class,CUS-85609,Corporate,East,Office Supplies,Binders,Cardinal Binder,694.19,1,0.15,61.91
ORD-1118,2022-11-18,2022-11-19,Standard Class,CUS-12490,Consumer,South,Furniture,Furnishings,Deflecto Barrier,1840.72,3,0.3,-458.11
ORD-1535,2022-11-21,2022-11-24,Same Day,CUS-96960,Consumer,East,Clothing,Workwear,Dickies Pants,6253.2,6,0.1,414.29
ORD-1362,2022-11-22,2022-11-25,First Class,CUS-89349,Home Office,West,Clothing,Footwear,Nike Running Shoes,1013.15,3,0.15,-60.22
ORD-1137,2022-11-23,2022-11-24,Same Day,CUS-92203,Consumer,North,Furniture,Bookcases,Atlantic Bookcase,3280.65,4,0.2,-174.24
ORD-1296,2022-11-24,2022-11-26,Same Day,CUS-74990,Corporate,North,Technology,Phones,Motorola Droid,2211.74,7,0,183.89
ORD-1428,2022-11-26,2022-11-29,Standard Class,CUS-45585,Home Office,West,Technology,Phones,Apple iPhone,1480.96,10,0.1,178.34
